"ASIN","title","order","category","brand","price","global_rating_count","description","Special_Feature","total_star_mean","detail_dict","best_sellers_rank_Feature","Ingredients","is_bundle"
B09SL5MQWV,"I'm from Honey Mask 1.01 Fl Oz, Wash Off Face Mask, 38.7% Korean Honey, Deep Moisturization for 48 hours, Nourishment, Clear Complexion for Dry, Combination Skin",7,Skin Care Products,I'm from,6.5,"94","{""description"": ""46.44g of Real Natural honey inside from Jiri Mountain in S.Korea! It does not dry up your skin. You can leave it on the skin for more than 20 ~ 30 mins.\nWash-Off Mask for face, Hydrates skin from the inner layers to the outer layers. Real honey makes the skin supple while also providing elasticity and soothing care.\nThe Honey Mask has a moist, comfortable finish without any stickiness, and retains its soft, creamy texture for long periods of use without worries of hardening.\nThe mask targets dry, flaky skin with its nutrient-rich formula to radiate and return elasticity to the skin. What’s more, it’s true deep honey scent puts one’s mind at ease.\nThe rich nutrients of the precious natural honey protects the skin of modern individuals who experience fatigue in their skin due to weather and various external stresses, to return their skin to its healthy state.\nExtra Benefits - Improves Elasticity, Smoothing Care, Exfoliation for a clear complexion. Cruelty-free, Ethanol-free, Silicon Oil-free, Artificial Coloring & Fragrance-free""}",No special feature,4.5,"{""ASIN"": ""B09SL5MQWV"", ""Manufacturer"": ""i'm from"", ""Package Dimensions"": ""4.41 x 1.57 x 1.14 inches; 1.41 ounces"", ""Date First Available"": ""February 16, 2022""}","#22,210 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#262 in Facial Masks","Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.",0
B09YXR61N8,"I’m from Beet Refresh Pad 60 sheets, triple-layered pads hold 260ml essence, 20% red beet extract from Korea, Full of moisture with a slice of Red Beet, vitality for dull, rough skin",7,Skin Care Products,I'm from,18.5,"31","{""description"": ""POWERFUL MOISTURIZATION WITH 20% RED BEET EXTRACT! Our refreshing pads are enriched with 20% Red Beet extract, providing potent hydration and vitality to dull and rough skin.\nANTHOCYANIN-RICH RED BEET FOR CLEAR SKIN! Rich in anthocyanin, Red Beet works wonders for clear and vibrant skin, smoothing roughness. Plus, the beta-carotene soothes and calms sensitive and irritated skin.\nHYPOALLERGENIC FORMULA FOR SENSITIVE SKIN! Our pads feature a hypoallergenic formula, ensuring they are safe for sensitive skin. Experience the powerful benefits of Red Beet without worry.\nTHICK & SOFT PADS FOR LASTING MOISTURIZATION! Indulge in the thick and soft pads soaked in a moist essence, offering long-lasting moisturization without any sticky residue. Pamper your skin with every use.\nTRIPLE-LAYERED PAD FOR DEEP HYDRATION! The triple-layered pad, infused with 20 times more Red Beet essence, gently touches the skin, providing deep hydration. The pulp in the middle holds 260ml of essence, delivering a rejuvenating experience for your skin.""}",No special feature,4.6,"{""ASIN"": ""B09YXR61N8"", ""Manufacturer"": ""kolmask"", ""Item model number"": ""IF10122"", ""Product Dimensions"": ""3.74 x 3.82 x 3.5 inches; 13.37 ounces""}","#249,500 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#1,373 in Facial Toners & Astringents","After cleansing, take a pad and gently wipe it over your face or the desired areas. The pads are enriched with Red Beet extract and are hypoallergenic, providing potent hydration and vitality to dull and rough skin. Dispose of the used pad properly.",0
B09YY6MZ9N,"I’m From Beet Purifying Mask, Deep moisturizing wash-off clay mask,1.5% red beet enzyme, clean the pores and control sebum, soothing effect for dry, dull, sensitive skin - 3.88oz (110g)",20,Skin Care Products,I'm from,23.49,"61","{""description"": ""MOISTURIZING SOFT CREAM CLAY FORMULA: This wash-off mask contains 1.5% red beet enzyme from Damyang, Korea. The unique formula cleans pores, controls sebum, and creates the appearance of a clear complexion.\nDEEP MOISTURE WITH 72-HOUR AGED CLAY: The clay is aged with red beet enzyme for 72 hours, enhancing the skin's moisture retention. Experience deep hydration without any tightening feel after washing off the mask.\nSOOTHING BETA-CAROTENE FOR SENSITIVE SKIN: Rich in beta-carotene, red beet has soothing capabilities, making this mask suitable for sensitive skin. Ideal for those with dull or sensitive skin looking to remove dead cells and impurities.!\nNATURAL DRIED ENZYME METHOD: Developed by I’m From, the Natural Dried Enzyme Method optimizes red beet's active compounds for 10 times more effectiveness. Aged at the perfect conditions, it turns into enzymes for a revitalizing experience.\nSUPERFOOD NOURISHMENT FOR CLEAR SKIN: Packed with essential nutrients and powerful compounds, the superfood properties of red beet purify and moisturize the skin, leaving it clear and radiant. (*Limited to the efficacy of raw materials.)""}",Moisturizing,4.4,"{""ASIN"": ""B09YY6MZ9N"", ""Manufacturer"": ""kolmask"", ""Item model number"": ""IF10120"", ""Product Dimensions"": ""2.36 x 2.36 x 2.72 inches; 8.99 ounces""}","#167,347 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#2,365 in Facial Masks",,0
B09YY8HWVG,"I'm from Beet Energy Ampoule, 81.5% red beet extract, Intensive vitalization care, Micro Squalane Capsules for deeper hydration, rich in minerals and betaine, radiance, nourishment - 30ml",6,Skin Care Products,I'm from,12.89,"76","{""description"": ""💧 INTENSIVE VITALIZATION WITH 81.5% RED BEET EXTRACT: This ampoule creates clear and dewy skin through intensive vitalization care with 81.5% red beet extract. Rich in minerals and betaine, red beet effectively moisturizes, leaving dry and rough skin clear and moist.\n🌟 DEEP NOURISHMENT WITH MICRO SQUALENE CAPSULES: Micro Squalane Capsules in this ampoule nourish deep inside the skin. The active ingredients of red beet and skin-friendly plant-derived Micro Squalane Capsules penetrate deeply, providing radiance and nourishment. The waterdrop texture with Micro Squalane Capsules leaves a refreshing finish without stickiness.\n🍃 ANTIGLYCATION CARE FOR SKIN VITALITY: Red Beet reduces advanced glycation end products (AGEs) from the external environment, making dull and rough skin soft and clear. It provides vitality, ensuring your skin stays radiant.\n❄️ COLD DECOCTION METHOD FOR MAXIMUM EFFECTS: The Cold Decoction Method, a traditional Korean technique, extracts the active effects of red beet by stirring it slowly at a low temperature (about 4℃) for a long time, repeating the process twice. Experience the full benefits of this method in our ampoule.\n🌿 SUPERFOOD NOURISHMENT FOR CLEAR AND MOIST SKIN: Considered a superfood, red beet contains essential nutrients and powerful active compounds. The moisturizing and vitalizing energy from red beet purifies the skin, leaving it clear and moist. (*Limited to the efficacy of raw materials.) Remember: Ampoule is a MUST skincare step during cold weathers. Use this ampoule for radiant and well-nourished skin!""}",No special feature,3.9,"{""ASIN"": ""B09YY8HWVG"", ""Manufacturer"": ""kolmask"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""IF10121"", ""Product Dimensions"": ""1.26 x 1.26 x 4.76 inches; 4.52 ounces""}","#195,763 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#3,718 in Facial Serums",,0
B09ZDBCC5Z,"[I'm from] Rice Healing Package, 4 Products for improving Complexity and Elasticity, Healthy Skin",18,Skin Care Products,I'm from,,"16","{""description"": ""This skincare regime includes steps from Toner to Moisturizer to revitalize and gain healthier skin.\nRice toner - contains 77.8% Rice Extract, effective in improving skin tone and elasticity care.\nRice Serum- contains 73% Rice Germ Fermented Extract, it is rich in vitamin B and have powerful antioxidants to boost collagen production.\nRice Cream - has a rich texture and is abundant in ceramide to improve the skin tone and barrier from sun damage.\nRice Mask - to remove dead skin cells and impurities and restore the skin's natural glow.""}",No special feature,5.0,"{""ASIN"": ""B09ZDBCC5Z"", ""Manufacturer"": ""I'm from"", ""Date First Available"": ""May 3, 2022""}","#594,162 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#2,720 in Facial Toners & Astringents","1. Cleanse your face. 2. Apply the rice toner using a cotton pad, gently patting it onto your skin. 3. Apply the rice serum, smoothing it over your face and neck. 4. Apply the rice cream, massaging it into your skin until absorbed. 5. Apply the rice mask as the final step, leaving it on for a specified period before rinsing off.",0
B09ZDXTRBQ,"I'm from] Wash-Off Mask Bundles,Staycation home aesthetics",23,Skin Care Products,I'm from,,No rating,"{""description"": ""Honey Mask: This wash-off mask contains 46.44g of natural honey to offer deep moisturization and nourishment. Real honey makes the skin supple while also providing elasticity and soothing care. The mask also effectively removes whiteheads and provides exfoliation create the look of a clear complexion.\nMugwort Mask: This is a wash-off mask containing ground mugwort from Ganghwa Island. The highly concentrated gel formula preserves the active ingredients of plant extracts and delivers their benefits directly to the skin. Enjoy cooling and fast soothing.\nRice Mask: This scrub is fortified with Rice Bran and Rice Powder to remove dead skin cells and impurities and restore the skin's natural glow and translucence. Vitamin B1, B2 and rice water containing various minerals tighten loose skin and enlarged pores.\nHOW TO USE 1) After cleansing, apply an appropriate amount over the face. 2) Relax with the mask on for 10 minutes up to an hour. 3) Remove the mask using a spatula. 4) Gently rinse off with warm water.""}",Not Tested On Animals,,"{""ASIN"": ""B09ZDXTRBQ""}",No result,,0
B0BGGNMHWX,"[I'm from] Rice Sunscreen 50ml, Physical, rice extract 41%, Non-nano zinc oxide, Reef friendly, skin sun protection",3,Skin Care Products,No brand,34.97,"102","{""description"": ""Rice-Infused Formula: Featuring 41% Goami Rice Extracts known for their skin-enhancing properties, this sunscreen helps improve skin texture and eliminate impurities for a softer, smoother complexion.\nBroad Spectrum Protection: With an SPF of 50+ and PA++++ rating, this sunscreen provides comprehensive UVA/UVB protection against harmful sun rays.\nReef Safe and Gentle: Formulated with non-nano zinc oxide and free from six commonly used chemical sunscreen ingredients, this sunscreen is reef-friendly and suitable for all skin types.\nNourishing Ingredients: Enriched with skin-loving ingredients like sodium hyaluronate and tocopherol (vitamin E), this sunscreen nourishes and hydrates the skin while protecting it from the sun.""}",No special feature,4.3,"{""ASIN"": ""B0BGGNMHWX"", ""Manufacturer"": ""I'm from"", ""Package Dimensions"": ""5.04 x 2.2 x 1.22 inches; 1.76 ounces""}","#187,189 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#761 in Sunscreens",[Partial] Apply sufficient amount to exposed skin and reapply at regular intervals.,0
B0BN1NQ8ZR,"I’m from Mushroom Collagen Cream 1.69 Fl Oz, Vegan, Collagens, Skin Firming Cream for Face, Anti Wrinkles, All Natural Organic Face Moisturizer",18,Skin Care Products,No brand,28.8,"52","{""description"": ""VEGAN COLLAGEN CREAM: Tremella Fuciformis Collagen 30% (nature-derived vegan)\nWe got 3 collagens, hydroxyproline, glycine, proline, in tremella fuciformis. Through the PHYTO-ACTIVE method, we improve tremella fuciformis’s actual collagen production 25%.\nBEST MOISTURIZER FOR AGING SKIN: This cream makes the skin firm and resilient by filling up the sagging and drooping skin as well as the fine wrinkles without irritation.\nPHYTO-ACTIVE : Slowly draw out the collagen component from tremella fuciformis at high temperature for 30 hours.\nTEXTURE: The gooey and stretchy cream texture not only hydrates and lifts up the skin, but also leaves a nourishing finish without stickiness.""}",No special feature,4.5,"{""ASIN"": ""B0BN1NQ8ZR"", ""Manufacturer"": ""Kolmar"", ""Item model number"": ""8809525931613"", ""Package Dimensions"": ""8.43 x 5.47 x 1.73 inches; 7.17 ounces""}","#163,486 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#3,665 in Face Moisturizers",,0
B0CLNBKVWZ,I'm From Rice Toner Cream Set Korean Skincare for Glass Skin Vegan Hydrating for Dry Skin,15,Skin Care Products,I'm from,,"42","{""description"": ""Rice Cream - PROTECT SKIN WITH CERAMIDE MOISTURIZER - Rice bran that protects rice grain with ceramide over the large daily temperature range of Yeoju will protect our skin barrier by forming a ceramide barrier. It contains 41% rice bran essence which is from an organic farm in Yeoju, Korea.\nRice Cream - RICE BRAN OIL ORIGINATED CERAMIDE - contains various natural fatty acid, which has excellent skin barrier improvement ability and moisturizing effect.\nRice Toner - NOURISHING RICE EXTRACT FORMULA: Contains 77.78% Goami rice extract and a blend of four vegetable-originated extracts. Soothes flaky dead skin cells by forming a moisture protective layer, while Sirtuin from rice protects against sun damage and relieves skin stress.\nRice Toner - LONG LASTING SEBUM CONTROL - phytic acid found in rice bran is good for absorbing sebum while moisturizing dry, combination skin as natural rice ceramide cream.\nRice Toner - NATURAL GLOWING NUTRITION FROM THE INGREDIENT AS IT IS - Vacuum Distillation Extraction Method - in which the water is boiled at low temperature in vacuum for extraction, is used to boil fine rice bran for 60 minutes at 40°C to collect and deliver the clean and effective components of the rice bran.""}",No special feature,4.5,"{""ASIN"": ""B0CLNBKVWZ""}","#452,400 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#2,197 in Facial Toners & Astringents",,0
B0CLNCXLQT,"I'm From Rice Toner Serum Set, Korean Skincare for Glass Skin, Glowing",17,Skin Care Products,I'm from,,"7","{""description"": ""Rice Toner Serum Set includes 2 Rice products from I'm From, which are curated to improve skin complexity and elasticity\nRice Toner - It improves hydration & moisture barrier with illuminating effect. It also improves the oil and water balance of your skin.\nRice Serum - Give vitality to dull skin. Rice buds are 43 times more concentrated in gamma-orizanol and the niacinamide helps making skin clean.\nFor Rice Toner, Shake it enough to make two layers mixed well before use. It has a double-layer texture that is split into water and emulsion layer. Its milky texture provides deeper moisturization and nourishment.\nSafe to use - skin irritation test completed / Non- GMO ingredients are used""}",No special feature,4.5,"{""ASIN"": ""B0CLNCXLQT"", ""Manufacturer"": ""I'm from""}","#584,733 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#2,682 in Facial Toners & Astringents",,0
B0CLNHDSX6,"I'm From Rice Mugwort Toner Set, Glowing Calming Korean Skincare, PETA Approved",19,Skin Care Products,I'm from,,"6","{""description"": ""Layer 2 Best-Selling Toners! Rice Toner for Glowing Skin, Mugwort Essence for Calming Skin\nRICE TONER improves hydration & moisture barrier with illuminating effect. It also improves the oil and water balance of your skin.\nMUGWORT ESSENCE contains 100% of mugwort extract for soothing and cleansing effect. It helps to calm and soothe irritated skin.\nAnimal Creulty-Free, Vegan Friendly, Silicon-free, Steroid-free, Artificial coloring, fragrance-free/ All Skin Types / Made in Korea""}",No special feature,4.8,"{""ASIN"": ""B0CLNHDSX6"", ""Manufacturer"": ""I'm from""}","#715,411 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#3,101 in Facial Toners & Astringents",,0
